K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.53
K = 4, Run (2,6,5): fitness => -4.44

K = 4, Run (2,7,1): fitness => -4.44
K = 4, Run (2,7,2): fitness => -4.44
K = 4, Run (2,7,3): fitness => -4.44
K = 4, Run (2,7,4): fitness => -4.44
K = 4, Run (2,7,5): fitness => -4.44

K = 4, Run (2,8,1): fitness => -4.44
K = 4, Run (2,8,2): fitness => -4.44
K = 4, Run (2,8,3): fitness => -4.44
K = 4, Run (2,8,4): fitness => -4.44
K = 4, Run (2,8,5): fitness => -4.44

K = 4, Run (2,9,1): fitness => -4.44
K = 4, Run (2,9,2): fitness => -4.44
K = 4, Run (2,9,3): fitness => -4.44
K = 4, Run (2,9,4): fitness => -4.44
K = 4, Run (2,9,5): fitness => -4.44

K = 4, Run (2,10,1): fitness => -4.44
K = 4, Run (2,10,2): fitness => -4.44
K = 4, Run (2,10,3): fitness => -4.44
K = 4, Run (2,10,4): fitness => -4.44
K = 4, Run (2,10,5): fitness => -4.44

#-4.44

real	0m0.613s
user	0m0.534s
sys	0m0.058s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.14
K = 4, Run (1,1,2): fitness => -4.05
K = 4, Run (1,1,3): fitness => -3.97
K = 4, Run (1,1,4): fitness => -3.93
K = 4, Run (1,1,5): fitness => -3.91

K = 4, Run (1,2,1): fitness => -4.01
K = 4, Run (1,2,2): fitness => -3.97
K = 4, Run (1,2,3): fitness => -3.93
K = 4, Run (1,2,4): fitness => -3.91
K = 4, Run (1,2,5): fitness => -3.91

K = 4, Run (1,3,1): fitness => -3.94
K = 4, Run (1,3,2): fitness => -3.92
K = 4, Run (1,3,3): fitness => -3.91
K = 4, Run (1,3,4): fitness => -3.91
K = 4, Run (1,3,5): fitness => -3.91

K = 4, Run (1,4,1): fitness => -3.91
K = 4, Run (1,4,2): fitness => -3.91
K = 4, Run (1,4,3): fitness => -3.91
K = 4, Run (1,4,4): fitness => -3.91
K = 4, Run (1,4,5): fitness => -3.91

K = 4, Run (1,5,1): fitness => -3.91
K = 4, Run (1,5,2): fitness => -3.91
K = 4, Run (1,5,3): fitness => -3.91
K = 4, Run (1,5,4): fitness => -3.91
K = 4, Run (1,5,5): fitness => -3.91

K = 4, Run (1,6,1): fitness => -3.91
K = 4, Run (1,6,2): fitness => -3.91
K = 4, Run (1,6,3): fitness => -3.91
K = 4, Run (1,6,4): fitness => -3.91
K = 4, Run (1,6,5): fitness => -3.91

K = 4, Run (1,7,1): fitness => -3.91
K = 4, Run (1,7,2): fitness => -3.91
K = 4, Run (1,7,3): fitness => -3.91
K = 4, Run (1,7,4): fitness => -3.91
K = 4, Run (1,7,5): fitness => -3.91

K = 4, Run (1,8,1): fitness => -3.91
K = 4, Run (1,8,2): fitness => -3.91
K = 4, Run (1,8,3): fitness => -3.91
K = 4, Run (1,8,4): fitness => -3.91
K = 4, Run (1,8,5): fitness => -3.91

K = 4, Run (1,9,1): fitness => -3.91
K = 4, Run (1,9,2): fitness => -3.91
K = 4, Run (1,9,3): fitness => -3.91
K = 4, Run (1,9,4): fitness => -3.91
K = 4, Run (1,9,5): fitness => -3.91

K = 4, Run (1,10,1): fitness => -3.91
K = 4, Run (1,10,2): fitness => -3.91
K = 4, Run (1,10,3): fitness => -3.91
K = 4, Run (1,10,4): fitness => -3.91
K = 4, Run (1,10,5): fitness => -3.91

K = 4, Run (2,1,1): fitness => -4.14
K = 4, Run (2,1,2): fitness => -4.04
K = 4, Run (2,1,3): fitness => -3.96
K = 4, Run (2,1,4): fitness => -3.93
K = 4, Run (2,1,5): fitness => -3.90

K = 4, Run (2,2,1): fitness => -4.00
K = 4, Run (2,2,2): fitness => -3.96
K = 4, Run (2,2,3): fitness => -3.93
K = 4, Run (2,2,4): fitness => -3.90
K = 4, Run (2,2,5): fitness => -3.90

K = 4, Run (2,3,1): fitness => -3.95
K = 4, Run (2,3,2): fitness => -3.91
K = 4, Run (2,3,3): fitness => -3.90
K = 4, Run (2,3,4): fitness => -3.90
K = 4, Run (2,3,5): fitness => -3.90

K = 4, Run (2,4,1): fitness => -3.90
K = 4, Run (2,4,2): fitness => -3.90
K = 4, Run (2,4,3): fitness => -3.90
K = 4, Run (2,4,4): fitness => -3.90
K = 4, Run (2,4,5): fitness => -3.90

K = 4, Run (2,5,1): fitness => -3.90
K = 4, Run (2,5,2): fitness => -3.90
K = 4, Run (2,5,3): fitness => -3.90
K = 4, Run (2,5,4): fitness => -3.90
K = 4, Run (2,5,5): fitness => -3.90

K = 4, Run (2,6,1): fitness => -3.90
K = 4, Run (2,6,2): fitness => -3.90
K = 4, Run (2,6,3): fitness => -3.90
K = 4, Run (2,6,4): fitness => -3.90
K = 4, Run (2,6,5): fitness => -3.90

K = 4, Run (2,7,1): fitness => -3.90
K = 4, Run (2,7,2): fitness => -3.90
K = 4, Run (2,7,3): fitness => -3.90
K = 4, Run (2,7,4): fitness => -3.90
K = 4, Run (2,7,5): fitness => -3.90

K = 4, Run (2,8,1): fitness => -3.90
K = 4, Run (2,8,2): fitness => -3.90
K = 4, Run (2,8,3): fitness => -3.90
K = 4, Run (2,8,4): fitness => -3.90
K = 4, Run (2,8,5): fitness => -3.90

K = 4, Run (2,9,1): fitness => -3.90
K = 4, Run (2,9,2): fitness => -3.90
K = 4, Run (2,9,3): fitness => -3.90
K = 4, Run (2,9,4): fitness => -3.90
K = 4, Run (2,9,5): fitness => -3.90

K = 4, Run (2,10,1): fitness => -3.90
K = 4, Run (2,10,2): fitness => -3.90
K = 4, Run (2,10,3): fitness => -3.90
K = 4, Run (2,10,4): fitness => -3.90
K = 4, Run (2,10,5): fitness => -3.90

#-3.90

real	0m0.576s
user	0m0.502s
sys	0m0.062s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.86
K = 4, Run (1,1,2): fitness => -4.75
K = 4, Run (1,1,3): fitness => -4.62
K = 4, Run (1,1,4): fitness => -4.53
K = 4, Run (1,1,5): fitness => -4.49

K = 4, Run (1,2,1): fitness => -4.71
K = 4, Run (1,2,2): fitness => -4.61
K = 4, Run (1,2,3): fitness => -4.53
K = 4, Run (1,2,4): fitness => -4.49
K = 4, Run (1,2,5): fitness => -4.49

K = 4, Run (1,3,1): fitness => -4.56
K = 4, Run (1,3,2): fitness => -4.51
K = 4, Run (1,3,3): fitness => -4.49
K = 4, Run (1,3,4): fitness => -4.49
K = 4, Run (1,3,5): fitness => -4.49

K = 4, Run (1,4,1): fitness => -4.49
K = 4, Run (1,4,2): fitness => -4.49
K = 4, Run (1,4,3): fitness => -4.49
K = 4, Run (1,4,4): fitness => -4.49
K = 4, Run (1,4,5): fitness => -4.49

K = 4, Run (1,5,1): fitness => -4.49
K = 4, Run (1,5,2): fitness => -4.49
K = 4, Run (1,5,3): fitness => -4.49
K = 4, Run (1,5,4): fitness => -4.49
K = 4, Run (1,5,5): fitness => -4.49

K = 4, Run (1,6,1): fitness => -4.49
K = 4, Run (1,6,2): fitness => -4.49
K = 4, Run (1,6,3): fitness => -4.49
K = 4, Run (1,6,4): fitness => -4.49
K = 4, Run (1,6,5): fitness => -4.49

K = 4, Run (1,7,1): fitness => -4.49
K = 4, Run (1,7,2): fitness => -4.49
K = 4, Run (1,7,3): fitness => -4.49
K = 4, Run (1,7,4): fitness => -4.49
K = 4, Run (1,7,5): fitness => -4.49

K = 4, Run (1,8,1): fitness => -4.49
K = 4, Run (1,8,2): fitness => -4.49
K = 4, Run (1,8,3): fitness => -4.49
K = 4, Run (1,8,4): fitness => -4.49
K = 4, Run (1,8,5): fitness => -4.49

K = 4, Run (1,9,1): fitness => -4.49
K = 4, Run (1,9,2): fitness => -4.49
K = 4, Run (1,9,3): fitness => -4.49
K = 4, Run (1,9,4): fitness => -4.49
K = 4, Run (1,9,5): fitness => -4.49

K = 4, Run (1,10,1): fitness => -4.49
K = 4, Run (1,10,2): fitness => -4.49
K = 4, Run (1,10,3): fitness => -4.49
K = 4, Run (1,10,4): fitness => -4.49
K = 4, Run (1,10,5): fitness => -4.49

K = 4, Run (2,1,1): fitness => -4.80
K = 4, Run (2,1,2): fitness => -4.73
K = 4, Run (2,1,3): fitness => -4.65
K = 4, Run (2,1,4): fitness => -4.59
K = 4, Run (2,1,5): fitness => -4.54

K = 4, Run (2,2,1): fitness => -4.73
K = 4, Run (2,2,2): fitness => -4.66
K = 4, Run (2,2,3): fitness => -4.59
K = 4, Run (2,2,4): fitness => -4.54
K = 4, Run (2,2,5): fitness => -4.54

K = 4, Run (2,3,1): fitness => -4.63
K = 4, Run (2,3,2): fitness => -4.56
K = 4, Run (2,3,3): fitness => -4.54
K = 4, Run (2,3,4): fitness => -4.54
K = 4, Run (2,3,5): fitness => -4.54

K = 4, Run (2,4,1): fitness => -4.54
K = 4, Run (2,4,2): fitness => -4.54
K = 4, Run (2,4,3): fitness => -4.54
K = 4, Run (2,4,4): fitness => -4.54
K = 4, Run (2,4,5): fitness => -4.54

K = 4, Run (2,5,1): fitness => -4.54
K = 4, Run (2,5,2): fitness => -4.54
K = 4, Run (2,5,3): fitness => -4.54
K = 4, Run (2,5,4): fitness => -4.54
K = 4, Run (2,5,5): fitness => -4.54

K = 4, Run (2,6,1): fitness => -4.54
K = 4, Run (2,6,2): fitness => -4.54
K = 4, Run (2,6,3): fitness => -4.54
K = 4, Run (2,6,4): fitness => -4.54
K = 4, Run (2,6,5): fitness => -4.54

K = 4, Run (2,7,1): fitness => -4.54
K = 4, Run (2,7,2): fitness => -4.54
K = 4, Run (2,7,3): fitness => -4.54
K = 4, Run (2,7,4): fitness => -4.54
K = 4, Run (2,7,5): fitness => -4.54

K = 4, Run (2,8,1): fitness => -4.54
K = 4, Run (2,8,2): fitness => -4.54
K = 4, Run (2,8,3): fitness => -4.54
K = 4, Run (2,8,4): fitness => -4.54
K = 4, Run (2,8,5): fitness => -4.54

K = 4, Run (2,9,1): fitness => -4.54
K = 4, Run (2,9,2): fitness => -4.54
K = 4, Run (2,9,3): fitness => -4.54
K = 4, Run (2,9,4): fitness => -4.54
K = 4, Run (2,9,5): fitness => -4.54

K = 4, Run (2,10,1): fitness => -4.54
K = 4, Run (2,10,2): fitness => -4.54
K = 4, Run (2,10,3): fitness => -4.54
K = 4, Run (2,10,4): fitness => -4.54
K = 4, Run (2,10,5): fitness => -4.54

#-4.49

real	0m0.624s
user	0m0.544s
sys	0m0.064s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.76
K = 4, Run (1,1,2): fitness => -4.66
K = 4, Run (1,1,3): fitness => -4.55
K = 4, Run (1,1,4): fitness => -4.51
K = 4, Run (1,1,5): fitness => -4.48

K = 4, Run (1,2,1): fitness => -4.60
K = 4, Run (1,2,2): fitness => -4.55
K = 4, Run (1,2,3): fitness => -4.51
K = 4, Run (1,2,4): fitness => -4.48
K = 4, Run (1,2,5): fitness => -4.48

K = 4, Run (1,3,1): fitness => -4.53
K = 4, Run (1,3,2): fitness => -4.49
K = 4, Run (1,3,3): fitness => -4.48
K = 4, Run (1,3,4): fitness => -4.48
K = 4, Run (1,3,5): fitness => -4.48

K = 4, Run (1,4,1): fitness => -4.48
K = 4, Run (1,4,2): fitness => -4.48
K = 4, Run (1,4,3): fitness => -4.48
K = 4, Run (1,4,4): fitness => -4.48
K = 4, Run (1,4,5): fitness => -4.48

K = 4, Run (1,5,1): fitness => -4.48
K = 4, Run (1,5,2): fitness => -4.48
K = 4, Run (1,5,3): fitness => -4.48
K = 4, Run (1,5,4): fitness => -4.48
K = 4, Run (1,5,5): fitness => -4.48

K = 4, Run (1,6,1): fitness => -4.48
K = 4, Run (1,6,2): fitness => -4.48
K = 4, Run (1,6,3): fitness => -4.48
K = 4, Run (1,6,4): fitness => -4.48
K = 4, Run (1,6,5): fitness => -4.48

K = 4, Run (1,7,1): fitness => -4.48
K = 4, Run (1,7,2): fitness => -4.48
K = 4, Run (1,7,3): fitness => -4.48
K = 4, Run (1,7,4): fitness => -4.48
K = 4, Run (1,7,5): fitness => -4.48

K = 4, Run (1,8,1): fitness => -4.48
K = 4, Run (1,8,2): fitness => -4.48
K = 4, Run (1,8,3): fitness => -4.48
K = 4, Run (1,8,4): fitness => -4.48
K = 4, Run (1,8,5): fitness => -4.48

K = 4, Run (1,9,1): fitness => -4.48
K = 4, Run (1,9,2): fitness => -4.48
K = 4, Run (1,9,3): fitness => -4.48
K = 4, Run (1,9,4): fitness => -4.48
K = 4, Run (1,9,5): fitness => -4.48

K = 4, Run (1,10,1): fitness => -4.48
K = 4, Run (1,10,2): fitness => -4.48
K = 4, Run (1,10,3): fitness => -4.48
K = 4, Run (1,10,4): fitness => -4.48
K = 4, Run (1,10,5): fitness => -4.48

K = 4, Run (2,1,1): fitness => -4.88
K = 4, Run (2,1,2): fitness => -4.77
K = 4, Run (2,1,3): fitness => -4.67
K = 4, Run (2,1,4): fitness => -4.60
K = 4, Run (2,1,5): fitness => -4.55

K = 4, Run (2,2,1): fitness => -4.76
K = 4, Run (2,2,2): fitness => -4.68
K = 4, Run (2,2,3): fitness => -4.60
K = 4, Run (2,2,4): fitness => -4.55
K = 4, Run (2,2,5): fitness => -4.55

K = 4, Run (2,3,1): fitness => -4.64
K = 4, Run (2,3,2): fitness => -4.57
K = 4, Run (2,3,3): fitness => -4.55
K = 4, Run (2,3,4): fitness => -4.55
K = 4, Run (2,3,5): fitness => -4.55

K = 4, Run (2,4,1): fitness => -4.55
K = 4, Run (2,4,2): fitness => -4.55
K = 4, Run (2,4,3): fitness => -4.55
K = 4, Run (2,4,4): fitness => -4.55
K = 4, Run (2,4,5): fitness => -4.55

K = 4, Run (2,5,1): fitness => -4.55
K = 4, Run (2,5,2): fitness => -4.55
K = 4, Run (2,5,3): fitness => -4.55
K = 4, Run (2,5,4): fitness => -4.55
K = 4, Run (2,5,5): fitness => -4.55

K = 4, Run (2,6,1): fitness => -4.55
K = 4, Run (2,6,2): fitness => -4.55
K = 4, Run (2,6,3): fitness => -4.55
K = 4, Run (2,6,4): fitness => -4.55
K = 4, Run (2,6,5): fitness => -4.55

K = 4, Run (2,7,1): fitness => -4.55
K = 4, Run (2,7,2): fitness => -4.55
K = 4, Run (2,7,3): fitness => -4.55
K = 4, Run (2,7,4): fitness => -4.55
K = 4, Run (2,7,5): fitness => -4.55

K = 4, Run (2,8,1): fitness => -4.55
K = 4, Run (2,8,2): fitness => -4.55
K = 4, Run (2,8,3): fitness => -4.55
K = 4, Run (2,8,4): fitness => -4.55
K = 4, Run (2,8,5): fitness => -4.55

K = 4, Run (2,9,1): fitness => -4.55
K = 4, Run (2,9,2): fitness => -4.55
K = 4, Run (2,9,3): fitness => -4.55
K = 4, Run (2,9,4): fitness => -4.55
K = 4, Run (2,9,5): fitness => -4.55

K = 4, Run (2,10,1): fitness => -4.55
K = 4, Run (2,10,2): fitness => -4.55
K = 4, Run (2,10,3): fitness => -4.55
K = 4, Run (2,10,4): fitness => -4.55
K = 4, Run (2,10,5): fitness => -4.55

#-4.48

real	0m0.607s
user	0m0.531s
sys	0m0.057s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.81
K = 4, Run (1,1,2): fitness => -4.72
K = 4, Run (1,1,3): fitness => -4.67
K = 4, Run (1,1,4): fitness => -4.64
K = 4, Run (1,1,5): fitness => -4.64

K = 4, Run (1,2,1): fitness => -4.69
K = 4, Run (1,2,2): fitness => -4.66
K = 4, Run (1,2,3): fitness => -4.64
K = 4, Run (1,2,4): fitness => -4.64
K = 4, Run (1,2,5): fitness => -4.64

K = 4, Run (1,3,1): fitness => -4.65
K = 4, Run (1,3,2): fitness => -4.64
K = 4, Run (1,3,3): fitness => -4.64
K = 4, Run (1,3,4): fitness => -4.64
K = 4, Run (1,3,5): fitness => -4.64

K = 4, Run (1,4,1): fitness => -4.64
K = 4, Run (1,4,2): fitness => -4.64
K = 4, Run (1,4,3): fitness => -4.64
K = 4, Run (1,4,4): fitness => -4.64
K = 4, Run (1,4,5): fitness => -4.64

K = 4, Run (1,5,1): fitness => -4.64
K = 4, Run (1,5,2): fitness => -4.64
K = 4, Run (1,5,3): fitness => -4.64
K = 4, Run (1,5,4): fitness => -4.64
K = 4, Run (1,5,5): fitness => -4.64

K = 4, Run (1,6,1): fitness => -4.64
K = 4, Run (1,6,2): fitness => -4.64
K = 4, Run (1,6,3): fitness => -4.64
K = 4, Run (1,6,4): fitness => -4.64
K = 4, Run (1,6,5): fitness => -4.64

K = 4, Run (1,7,1): fitness => -4.64
K = 4, Run (1,7,2): fitness => -4.64
K = 4, Run (1,7,3): fitness => -4.64
K = 4, Run (1,7,4): fitness => -4.64
K = 4, Run (1,7,5): fitness => -4.64

K = 4, Run (1,8,1): fitness => -4.64
K = 4, Run (1,8,2): fitness => -4.64
K = 4, Run (1,8,3): fitness => -4.64
K = 4, Run (1,8,4): fitness => -4.64
K = 4, Run (1,8,5): fitness => -4.64

K = 4, Run (1,9,1): fitness => -4.64
K = 4, Run (1,9,2): fitness => -4.64
K = 4, Run (1,9,3): fitness => -4.64
K = 4, Run (1,9,4): fitness => -4.64
K = 4, Run (1,9,5): fitness => -4.64

K = 4, Run (1,10,1): fitness => -4.64
K = 4, Run (1,10,2): fitness => -4.64
K = 4, Run (1,10,3): fitness => -4.64
K = 4, Run (1,10,4): fitness => -4.64
K = 4, Run (1,10,5): fitness => -4.64

K = 4, Run (2,1,1): fitness => -4.86
K = 4, Run (2,1,2): fitness => -4.73
K = 4, Run (2,1,3): fitness => -4.59
K = 4, Run (2,1,4): fitness => -4.53
K = 4, Run (2,1,5): fitness => -4.49

K = 4, Run (2,2,1): fitness => -4.66
K = 4, Run (2,2,2): fitness => -4.60
K = 4, Run (2,2,3): fitness => -4.53
K = 4, Run (2,2,4): fitness => -4.49
K = 4, Run (2,2,5): fitness => -4.49

K = 4, Run (2,3,1): fitness => -4.56
K = 4, Run (2,3,2): fitness => -4.51
K = 4, Run (2,3,3): fitness => -4.49
K = 4, Run (2,3,4): fitness => -4.49
K = 4, Run (2,3,5): fitness => -4.49

K = 4, Run (2,4,1): fitness => -4.49
K = 4, Run (2,4,2): fitness => -4.49
K = 4, Run (2,4,3): fitness => -4.49
K = 4, Run (2,4,4): fitness => -4.49
K = 4, Run (2,4,5): fitness => -4.49

K = 4, Run (2,5,1): fitness => -4.49
K = 4, Run (2,5,2): fitness => -4.49
K = 4, Run (2,5,3): fitness => -4.49
K = 4, Run (2,5,4): fitness => -4.49
K = 4, Run (2,5,5): fitness => -4.49

K = 4, Run (2,6,1): fitness => -4.49
K = 4, Run (2,6,2): fitness => -4.49
K = 4, Run (2,6,3): fitness => -4.49
K = 4, Run (2,6,4): fitness => -4.49
K = 4, Run (2,6,5): fitness => -4.49

K = 4, Run (2,7,1): fitness => -4.49
K = 4, Run (2,7,2): fitness => -4.49
K = 4, Run (2,7,3): fitness => -4.49
K = 4, Run (2,7,4): fitness => -4.49
K = 4, Run (2,7,5): fitness => -4.49

K = 4, Run (2,8,1): fitness => -4.49
K = 4, Run (2,8,2): fitness => -4.49
K = 4, Run (2,8,3): fitness => -4.49
K = 4, Run (2,8,4): fitness => -4.49
K = 4, Run (2,8,5): fitness => -4.49

K = 4, Run (2,9,1): fitness => -4.49
K = 4, Run (2,9,2): fitness => -4.49
K = 4, Run (2,9,3): fitness => -4.49
K = 4, Run (2,9,4): fitness => -4.49
K = 4, Run (2,9,5): fitness => -4.49

K = 4, Run (2,10,1): fitness => -4.49
K = 4, Run (2,10,2): fitness => -4.49
K = 4, Run (2,10,3): fitness => -4.49
K = 4, Run (2,10,4): fitness => -4.49
K = 4, Run (2,10,5): fitness => -4.49

#-4.49

real	0m0.714s
user	0m0.612s
sys	0m0.069s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.40
K = 4, Run (1,1,2): fitness => -4.20
K = 4, Run (1,1,3): fitness => -4.03
K = 4, Run (1,1,4): fitness => -3.97
K = 4, Run (1,1,5): fitness => -3.96

K = 4, Run (1,2,1): fitness => -4.07
K = 4, Run (1,2,2): fitness => -4.00
K = 4, Run (1,2,3): fitness => -3.97
K = 4, Run (1,2,4): fitness => -3.96
K = 4, Run (1,2,5): fitness => -3.96

K = 4, Run (1,3,1): fitness => -3.98
K = 4, Run (1,3,2): fitness => -3.97
K = 4, Run (1,3,3): fitness => -3.96
K = 4, Run (1,3,4): fitness => -3.96
K = 4, Run (1,3,5): fitness => -3.96

K = 4, Run (1,4,1): fitness => -3.96
K = 4, Run (1,4,2): fitness => -3.96
K = 4, Run (1,4,3): fitness => -3.96
K = 4, Run (1,4,4): fitness => -3.96
K = 4, Run (1,4,5): fitness => -3.96

K = 4, Run (1,5,1): fitness => -3.96
K = 4, Run (1,5,2): fitness => -3.96
K = 4, Run (1,5,3): fitness => -3.96
K = 4, Run (1,5,4): fitness => -3.96
K = 4, Run (1,5,5): fitness => -3.96

K = 4, Run (1,6,1): fitness => -3.96
K = 4, Run (1,6,2): fitness => -3.96
K = 4, Run (1,6,3): fitness => -3.96
K = 4, Run (1,6,4): fitness => -3.96
K = 4, Run (1,6,5): fitness => -3.96

K = 4, Run (1,7,1): fitness => -3.96
K = 4, Run (1,7,2): fitness => -3.96
K = 4, Run (1,7,3): fitness => -3.96
K = 4, Run (1,7,4): fitness => -3.96
K = 4, Run (1,7,5): fitness => -3.96

K = 4, Run (1,8,1): fitness => -3.96
K = 4, Run (1,8,2): fitness => -3.96
K = 4, Run (1,8,3): fitness => -3.96
K = 4, Run (1,8,4): fitness => -3.96
K = 4, Run (1,8,5): fitness => -3.96

K = 4, Run (1,9,1): fitness => -3.96
K = 4, Run (1,9,2): fitness => -3.96
K = 4, Run (1,9,3): fitness => -3.96
K = 4, Run (1,9,4): fitness => -3.96
K = 4, Run (1,9,5): fitness => -3.96

K = 4, Run (1,10,1): fitness => -3.96
K = 4, Run (1,10,2): fitness => -3.96
K = 4, Run (1,10,3): fitness => -3.96
K = 4, Run (1,10,4): fitness => -3.96
K = 4, Run (1,10,5): fitness => -3.96

K = 4, Run (2,1,1): fitness => -4.62
K = 4, Run (2,1,2): fitness => -4.52
K = 4, Run (2,1,3): fitness => -4.42
K = 4, Run (2,1,4): fitness => -4.37
K = 4, Run (2,1,5): fitness => -4.36

K = 4, Run (2,2,1): fitness => -4.47
K = 4, Run (2,2,2): fitness => -4.40
K = 4, Run (2,2,3): fitness => -4.37
K = 4, Run (2,2,4): fitness => -4.36
K = 4, Run (2,2,5): fitness => -4.36

K = 4, Run (2,3,1): fitness => -4.38
K = 4, Run (2,3,2): fitness => -4.36
K = 4, Run (2,3,3): fitness => -4.36
K = 4, Run (2,3,4): fitness => -4.36
K = 4, Run (2,3,5): fitness => -4.36

K = 4, Run (2,4,1): fitness => -4.36
K = 4, Run (2,4,2): fitness => -4.36
K = 4, Run (2,4,3): fitness => -4.36
K = 4, Run (2,4,4): fitness => -4.36
K = 4, Run (2,4,5): fitness => -4.36

K = 4, Run (2,5,1): fitness => -4.36
K = 4, Run (2,5,2): fitness => -4.36
K = 4, Run (2,5,3): fitness => -4.36
K = 4, Run (2,5,4): fitness => -4.36
K = 4, Run (2,5,5): fitness => -4.36

K = 4, Run (2,6,1): fitness => -4.36
K = 4, Run (2,6,2): fitness => -4.36
K = 4, Run (2,6,3): fitness => -4.36
K = 4, Run (2,6,4): fitness => -4.36
K = 4, Run (2,6,5): fitness => -4.36

K = 4, Run (2,7,1): fitness => -4.36
K = 4, Run (2,7,2): fitness => -4.36
K = 4, Run (2,7,3): fitness => -4.36
K = 4, Run (2,7,4): fitness => -4.36
K = 4, Run (2,7,5): fitness => -4.36

K = 4, Run (2,8,1): fitness => -4.36
K = 4, Run (2,8,2): fitness => -4.36
K = 4, Run (2,8,3): fitness => -4.36
K = 4, Run (2,8,4): fitness => -4.36
K = 4, Run (2,8,5): fitness => -4.36

K = 4, Run (2,9,1): fitness => -4.36
K = 4, Run (2,9,2): fitness => -4.36
K = 4, Run (2,9,3): fitness => -4.36
K = 4, Run (2,9,4): fitness => -4.36
K = 4, Run (2,9,5): fitness => -4.36

K = 4, Run (2,10,1): fitness => -4.36
K = 4, Run (2,10,2): fitness => -4.36
K = 4, Run (2,10,3): fitness => -4.36
K = 4, Run (2,10,4): fitness => -4.36
K = 4, Run (2,10,5): fitness => -4.36

#-3.96

real	0m0.896s
user	0m0.717s
sys	0m0.101s
K = 4, D = 1, C = 3
config1 =

  scalar structure containing the fields:

    ndisc =  1
    ncont =  3
    nintr = 0


K = 4, Run (1,1,1): fitness => -4.38
K = 4, Run (1,1,2): fitness => -4.29
K = 4, Run (1,1,3): fitness => -4.21
K = 4, Run (1,1,4): fitness => -4.17
K = 4, Run (1,1,5): fitness => -4.16

K = 4, Run (1,2,1): fitness => -4.24
K = 4, Run (1,2,2): fitness => -4.20
K = 4, Run (1,2,3): fitness => -4.17
K = 4, Run (1,2,4): fitness => -4.16
K = 4, Run (1,2,5): fitness => -4.16

K = 4, Run (1,3,1): fitness => -4.18
K = 4, Run (1,3,2): fitness => -4.17
K = 4, Run (1,3,3): fitness => -4.16
K = 4, Run (1,3,4): fitness => -4.16
K = 4, Run (1,3,5): fitness => -4.16

K = 4, Run (1,4,1): fitness => -4.16
K = 4, Run (1,4,2): fitness => -4.16
K = 4, Run (1,4,3): fitness => -4.16
K = 4, Run (1,4,4): fitness => -4.16
K = 4, Run (1,4,5): fitness => -4.16

K = 4, Run (1,5,1): fitness => -4.16
K = 4, Run (1,5,2): fitness => -4.16
K = 4, Run (1,5,3): fitness => -4.16
K = 4, Run (1,5,4): fitness => -4.16
K = 4, Run (1,5,5): fitness => -4.16

K = 4, Run (1,6,1): fitness => -4.16
K = 4, Run (1,6,2): fitness => -4.16
K = 4, Run (1,6,3): fitness => -4.16
K = 4, Run (1,6,4): fitness => -4.16
K = 4, Run (1,6,5): fitness => -4.16

K = 4, Run (1,7,1): fitness => -4.16
K = 4, Run (1,7,2): fitness => -4.16
K = 4, Run (1,7,3): fitness => -4.16
K = 4, Run (1,7,4): fitness => -4.16
K = 4, Run (1,7,5): fitness => -4.16

K = 4, Run (1,8,1): fitness => -4.16
K = 4, Run (1,8,2): fitness => -4.16
K = 4, Run (1,8,3): fitness => -4.16
K = 4, Run (1,8,4): fitness => -4.16
K = 4, Run (1,8,5): fitness => -4.16

K = 4, Run (1,9,1): fitness => -4.16
K = 4, Run (1,9,2): fitness => -4.16
K = 4, Run (1,9,3): fitness => -4.16
K = 4, Run (1,9,4): fitness => -4.16
K = 4, Run (1,9,5): fitness => -4.16

K = 4, Run (1,10,1): fitness => -4.16
K = 4, Run (1,10,2): fitness => -4.16
K = 4, Run (1,10,3): fitness => -4.16
K = 4, Run (1,10,4): fitness => -4.16
K = 4, Run (1,10,5): fitness => -4.16

K = 4, Run (2,1,1): fitness => -4.45
K = 4, Run (2,1,2): fitness => -4.30
K = 4, Run (2,1,3): fitness => -4.14
